violence,protest,proccd_text,text
0,1,mothers surrounded gezi to protect their children from riot police usrId usrId usrId usrId httpAddress,Mothers surrounded gezi to protect their children from riot police @Hugodixon @JoeWSJ @aaronstein1 @AChristieMiller http://t.co/QihASowiwn
0,1,istanbul park protests sow the seeds of a turkish spring richard seymour httpAddress via usrId,Istanbul park protests sow the seeds of a Turkish spring | Richard Seymour http://t.co/VHrUr5pPwD via @guardian
0,1,turkey protests enter crucial phase httpAddress,Turkey protests enter crucial phase http://t.co/Q1RuwEvhKK
1,1,rt usrId hooray ! the turks are firing american made tear gas on protesters in istanbul ! httpAddress v usrId usrId usrId,RT @FearDept: Hooray! The Turks are firing American-made tear gas on protesters in Istanbul! http://t.co/2MSz0piVca v @acarvin @techsoc @ik
1,1,police attacks peaceful demonstrations in istanbul huffpost httpAddress,Police attacks peaceful demonstrations in Istanbul | huffpost http://po.st/TPlcQ3
0,0,rt usrId erdogan those who attack my headscarved sisters those who drank alcohol in dolmabahce mosque we will bring them into,"RT @MahirZeynalov: Erdogan: Those who attack my headscarved sisters, those who drank alcohol in Dolmabahce mosque, we will bring them into "
0,0,local islamic scholar says all faiths and beliefs welcomed at turkey protests httpAddress,LOCAL - Islamic scholar says all faiths and beliefs welcomed at Turkey protests http://t.co/Y0XwWQSasu
0,0,usrId prominent artists art professionals to stand united for democracy amp ,"@e_flux Prominent artists, art professionals to stand united for democracy &amp; against state violence in Turkey. BE THERE! 10am. San Marco."
0,1,rt usrId erdogan if #taksim is not emptied the country s security forces know how to empty it #ankara,"RT @CeylanWrites: Erdogan: "" if #taksim is not emptied, the country's security forces know how to empty it"" #ankara"
0,0,D canadian journalists detained during istanbul protests people s daily online httpAddress,2 Canadian journalists detained during Istanbul protests - People's Daily Online http://t.co/LRTHcHcerI
0,1,rt usrId turkey s mainstream news outlets were initially silent on protests pushing the curious to httpAddress httpAddress,"RT @nytimesworld: Turkey's mainstream news outlets were initially silent on protests, pushing the curious to Twitter. http://t.co/9wmPhfxfVW"
0,0,rt usrId #provokatrbabakanstemiyoruz foreign people should search about it . what s happening in turkey ? everyone should httpAddress,RT @betass: #ProvokatrBabakanstemiyoruz foreign people should search about it. what's happening in Turkey? everyone should know.
1,1,rt usrId after a day of ignoring protests and police violence in #istanbul every major channel aired entire 45 minute presser b,"RT @BenjaminHarvey: After a day of ignoring protests and police violence in #Istanbul, every major channel aired entire 45-minute presser b"
0,0,eu seeks to look beyond turkey protests httpAddress,EU seeks to look beyond Turkey protests http://t.co/ebdrIyW1KB
0,0,rt usrId turkey now ! httpAddress,RT @gunseli9: Turkey now! http://t.co/Aqec7xMo3T
0,1,rt usrId where is the help for #syria n rebels 3D331D706720751617 sat jun DD 10 32 59 00 2013 rt usrId salam peace httpAddress here is a picture of my holiday in httpAddress good night httpAddress jun DD 10 33 0D 00 2013 daily images D you blog archive alysaa miller harper bazaar turkey 3 daily images D you httpAddress jun DD 10 33 20 00 2013 this partly sums it up . httpAddress #istanbul #protestsinturkey 3D331D860395876352 sat jun DD 10 33 35 00 2013 slowly these dark heavily draped curtains will httpAddress #direnturkiye #direngezipark,"RT @tintin1957: WHERE IS THE HELP FOR #SYRIA-N REBELS
343314706720751617,Sat Jun 08 10:32:59 +0000 2013,RT @dembabafoot: Salam (peace) followers. Here is a picture of my holiday in turkey. Good night http://t.co/8Y9aUPrS9p
343314728300466178,Sat Jun 08 10:33:04 +0000 2013,Daily Images 4 You Blog Archive Alysaa Miller Harper Bazaar Turkey (3) Daily Images 4 You http://t.co/tTpsOlD8PW
343314798043340801,Sat Jun 08 10:33:20 +0000 2013,this partly sums it up. http://t.co/yI5PfZZOru #istanbul #protestsinturkey
343314860395876352,Sat Jun 08 10:33:35 +0000 2013,""Slowly these dark, heavily draped curtains will lift. #direnTurkiye #direngezipark"
0,0,rt usrId turkey dramatic photo of protestors driving bulldozers to chase away httpAddress usrId #911buff httpAddress,RT @911BUFF: TURKEY: DRAMATIC PHOTO OF PROTESTORS DRIVING BULLDOZERS TO CHASE AWAY POLICE. @YourAnonNews #911BUFF http://t.co/yjEsS5YSa9
0,1,rt usrId happening now in istanbul s taksim httpAddress #turkey httpAddress,RT @IvanCNN: Happening now in Istanbul's Taksim Square. #Turkey http://t.co/odsGVr6aH8
0,1,rt usrId mainstream media tv channels go live with pm #erdogans arrival in istanbul ! censorship anyone ?! #occupygezi httpAddress,RT @YourAnonNews: Mainstream media TV channels go live with PM #Erdogans arrival in Istanbul! Censorship anyone?! #occupygezi http://t.co/
0,1,turkey s taksim square protests the day s key events so far httpAddress via usrId,Turkey's Taksim Square protests: the day's key events so far http://t.co/LF8aQvULnm via @guardian
0,1,rt usrId usrId turkey needs immediate international media coverage usrId usrId usrId usrId usrId usrId usrId,RT @ayagakalktaksim: @yoncae: TURKEY needs immediate international media coverage @CNNbrk @CNN @camanpour @guardian @nytimes @BBCNews @BBC
0,0,human rights watch turkish police throwing teargas in hospitals and httpAddress jun DD 19 02 36 00 2013 greek style turkey burgers recipes httpAddress jun DD 19 02 48 00 2013 rt usrId #resistbrazil you crazy bastards ! httpAddress istanbul loves httpAddress jun DD 19 03 08 00 2013 rt usrId gareth jenkins was the earliest foreign commentator to warn things weren t what they httpAddress his latest httpAddress jun DD 19 03 19 00 2013 #tgsm house smoked turkey sandwich bacon avocado heirloom tomato rosemary aioli butter lettuce grilled labrea sourdough,"Human Rights Watch: Turkish police throwing teargas in hospitals and hotels
http://t.co/17JItuuuK1
347066835788771328,Tue Jun 18 19:02:36 +0000 2013,Greek-Style Turkey Burgers Recipes http://t.co/Yqv9Mqys8B
347066884782432256,Tue Jun 18 19:02:48 +0000 2013,RT @kaansezyum: #ResistBrazil you crazy bastards! http://t.co/VWqukUfdwl istanbul loves you.
347066971680022528,Tue Jun 18 19:03:08 +0000 2013,RT @rodrikdani: Gareth Jenkins was the earliest foreign commentator to warn things weren't what they seemed. His latest: http://t.co/mHRXms
347067016168996865,Tue Jun 18 19:03:19 +0000 2013,""#tgsm-House smoked turkey sandwich, bacon,avocado,heirloom tomato,rosemary aioli, butter lettuce,grilled LaBrea sourdough"
0,1,rt usrId standing people in taksim httpAddress httpAddress #duranadam,"RT @zeynep: ""Standing people"" in Taksim increasing. http://t.co/WZHnUVeHsC #duranadam"
1,1,dozens injured as tear gas fired at protesters opposing revamp of #istanbul s #taksim square httpAddress,"Dozens injured as tear gas fired at protesters opposing revamp of #Istanbul's #Taksim Square http://t.co/azFwI4dNvL"""
0,0,reporter s notebook tear gas grenades in istanbul jerusalem post httpAddress,Reporter's Notebook: Tear-gas grenades in Istanbul - Jerusalem Post http://t.co/UmBUDsa2mh
0,1,rt usrId the people of turkey are fighting for httpAddress read this report from usrId friend in taksim sq istanbul httpAddress,"RT @jongomm: The people of Turkey are fighting for freedom. Read this report from @solobasssteve's friend in Taksim Sq, Istanbul: http://t."
0,1,rt usrId usrId thousands gathering in istanbul s #taksim square for a fourth night of anti government demonstrations indis,"RT @paulmasonnews: @BBCWorld: Thousands gathering in Istanbul's #Taksim Square for a fourth night of anti-government demonstrations"" indis"
1,1,rt usrId turkey s use of gas is not crowd control it s a war crime ! #occupygezi httpAddress usrId usrId usrId,"RT @Hevallo: TURKEY'S use of gas is not crowd control, it's a war crime! #OccupyGezi http://t.co/2CSsrriNQ7 @RustyRockets @Amnesty @HRW"
0,1,rt usrId earlier tonight the intercontinental opens its doors to taksim httpAddress httpAddress,RT @p_zalewski: Earlier tonight: the Intercontinental opens its doors to Taksim protesters. http://t.co/7hBhf8t1UE
0,1,rt usrId turkey dial up internet access 34088411564357226 sat jun DD 17 34 41 00 2DD3 rt usrId protesters throwing up barricades around taksim burning on the road to besiktas the new battlefield,"RT @DesertAnarchist: Turkey dial up internet access
340884115643572226,Sat Jun 01 17:34:41 +0000 2013,""RT @bramvermeul: Protesters throwing up barricades around Taksim, burning on the road to Besiktas, the new battlefield"
1,1,rt usrId heavy police presence in taksim httpAddress british nationals should avoid the square and the surrounding httpAddress,RT @UKinTurkey: Heavy police presence in Taksim Square. British nationals should avoid the Square and the surrounding area.
0,1,rt usrId protesters create public food resources on httpAddress in taksim stanbul httpAddress photo from a record of the httpAddress ht,"RT @OccupyDenmark: Protesters create public food resources on streets. in Taksim, stanbul, Turkey. Photo from a record of the Taksim... ht"
0,1,rt usrId watch live plumes of smoke rising from a park in #istanbul as protests httpAddress,RT @AJELive: WATCH LIVE: Plumes of smoke rising from a park in #Istanbul as protests continue.
0,1,rt usrId announcement plz be responsive cansel a DD years old girl is lost at taksim httpAddress her family on stage plz help the,RT @Insanity_Brain: ANNOUNCEMENT- PLZ BE RESPONSIVE CANSEL A 13 YEARS OLD GIRL IS LOST AT TAKSIM GEZIPARK. HER FAMILY ON STAGE PLZ HELP THE
0,0,rt usrId rt pls !! #direnankara akinunver police blocking the road to ethem s httpAddress tell D good reason for doing this httpAddress,"RT @anubidal: RT pls!!!!! #DirenAnkara ""@AkinUnver: Police blocking the road to Ethem's funeral. Tell 1 good reason for doing this http://t"
0,0,cnn turk httpAddress #direnankara,CNN Turk 00.24 #direnankara
0,0,rt usrId sound of silence taksim square httpAddress,"RT @NevinTorun: Sound of Silence -Taksim Square 
http://t.co/umKthXC5y5"""
0,0,rt usrId just had a long chat with my uni day classmate from httpAddress she seemed so excited about the taksim httpAddress,RT @kunalmajumder: Just had a long chat with my uni day classmate from Istanbul. She seemed so excited about the Taksim protests.
1,1,rt usrId i think this is the last pic i managed to httpAddress see gas cloud landing in the middle of crowded httpAddress #occupygezi httpAddress,RT @zeynep: I think this is the last pic I managed to take. See gas cloud landing in the middle of crowded area. #occupygezi http://t.co/w
1,1,rt usrId turkey s woman in red ? image of a girl being sprayed with tear gas by police becomes symbol of violent protests httpAddress,RT @DubaiNameShame: Turkey's woman in red? Image of a girl being sprayed with tear gas by police becomes symbol of violent protests http://
1,1,video clashes at istanbul park protest httpAddress,VIDEO: Clashes at Istanbul park protest http://t.co/z6kVo9vKFG
0,1,rt usrId act now ! send a message to turkish authorities to end abuse and reveal extent of injuries httpAddress pls rt #occup,RT @amnesty: Act Now! Send a message to Turkish authorities to end abuse and reveal extent of injuries http://t.co/lmh0O5x4qA Pls RT #occup
0,0,usrId look this !! please disclose pass on tv people are dying they need help ! httpAddress #prayforturkey DD,"@ABC LOOK THIS!! PLEASE DISCLOSE, PASS ON TV, PEOPLE ARE DYING, THEY NEED HELP! https://t.co/MjPGTS5FxK #PrayForTurkey 56"
0,1,turkey clashes erdogan says protests are not turkish spring bbc news httpAddress,Turkey clashes: Erdogan says protests 'are not Turkish Spring' - BBC News http://t.co/5gkDWWkHzo
0,1,rt usrId world turkey police fire tear gas at protesters anti government protests continue across turkey httpAddress httpAddress,"RT @SkyNewsFeed: WORLD Turkey: Police Fire Tear Gas At Protesters: Anti-government protests continue across Turkey, wi... http://t.co/aIK4P"
1,1,rt usrId in turkey gov uses good old dictatorial methods shut local wifi and use brutal force against httpAddress dictators are the,RT @Gsquare86: In Turkey gov uses good old dictatorial methods shut local wifi and use brutal force against protesters. Dictators are the 
1,1,#turkey engulfed in protests across several cities after riot police turned istanbul into a battleground httpAddress,#Turkey engulfed in protests across several cities after riot police turned Istanbul into a battleground http://t.co/ot1jDnaxPB
0,1,rt usrId i support all my fans from turkey who are protesting there government right now ! this is for u tayyipi sikeyim ! #turkey #,"RT @KeiranLee: I support all my fans from Turkey who are protesting there government right now! This is for u, 'Tayyipi Sikeyim!' #turkey #"
